Date,County,State,Vehicle_Primary_Use,Battery_Electric_Vehicles,Plug_In_Hybrid_Electric_Vehicles,Electric_Vehicle_Total,NonElectric_Vehicle_Total,Total_Vehicles,Percent_Electric_Vehicles
February 28 2022,Harrison,MS,Passenger,2,0,2,49,51,3.92
February 28 2022,Hawaii,HI,Passenger,1,0,1,36,37,2.7
February 28 2022,Hennepin,MN,Passenger,3,0,3,62,65,4.62
February 28 2022,Hillsborough,FL,Passenger,0,1,1,127,128,0.78
February 28 2022,Hudson,NJ,Passenger,1,0,1,34,35,2.86
February 28 2022,Island,WA,Passenger,745,352,1097,62445,63542,1.73
February 28 2022,Klickitat,WA,Passenger,92,53,145,15306,15451,0.94
February 28 2022,Louisa,VA,Passenger,0,1,1,1,2,50.0
December 31 2021,New London,CT,Passenger,1,4,5,215,220,2.27
December 31 2021,Orange,CA,Passenger,5,2,7,382,389,1.8
December 31 2021,Richland,SC,Passenger,0,1,1,134,135,0.74
December 31 2021,Riverside,CA,Passenger,5,1,6,489,495,1.21
December 31 2021,Salt Lake,UT,Passenger,1,2,3,145,148,2.03
December 31 2021,San Juan,WA,Passenger,478,149,627,14189,14816,4.23
December 31 2021,Solano,CA,Passenger,1,0,1,173,174,0.57
February 28 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
February 28 2022,Carson City,NV,Passenger,1,0,1,7,8,12.5
February 28 2022,Collin,TX,Passenger,2,0,2,96,98,2.04
February 28 2022,Columbia,WA,Passenger,6,1,7,2457,2464,0.28
February 28 2022,Columbia,WA,Truck,0,0,0,1571,1571,0.0
February 28 2022,Cumberland,NC,Passenger,1,2,3,386,389,0.77
February 28 2022,District of Columbia,DC,Passenger,5,0,5,179,184,2.72
February 28 2022,Douglas,NE,Passenger,1,2,3,47,50,6.0
February 28 2022,Fairbanks North Star,AK,Passenger,0,1,1,79,80,1.25
February 28 2022,Fresno,CA,Passenger,1,0,1,153,154,0.65
February 28 2022,Monterey,CA,Passenger,0,1,1,132,133,0.75
February 28 2022,New York,NY,Passenger,1,0,1,37,38,2.63
February 28 2022,Pierce,WA,Truck,2,0,2,144097,144099,0.0
February 28 2022,Pinellas,FL,Passenger,0,1,1,80,81,1.23
February 28 2022,Powhatan,VA,Passenger,1,0,1,1,2,50.0
February 28 2022,Ray,MO,Passenger,0,1,1,1,2,50.0
February 28 2022,Richmond,GA,Passenger,0,1,1,73,74,1.35
February 28 2022,Saratoga,NY,Passenger,1,0,1,39,40,2.5
November 30 2021,St. Mary's,MD,Passenger,1,0,1,203,204,0.49
November 30 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
November 30 2021,Wahkiakum,WA,Truck,0,0,0,1818,1818,0.0
November 30 2021,Wake,NC,Passenger,1,0,1,105,106,0.94
November 30 2021,Walla Walla,WA,Truck,0,0,0,14079,14079,0.0
November 30 2021,Washington,OR,Passenger,1,0,1,341,342,0.29
December 31 2021,,,Passenger,5,3,8,445,453,1.77
December 31 2021,Bell,TX,Passenger,0,1,1,338,339,0.29
October 31 2021,Yakima,WA,Truck,0,0,0,61678,61678,0.0
November 30 2021,,,Passenger,5,2,7,450,457,1.53
November 30 2021,Bernalillo,NM,Passenger,1,0,1,106,107,0.93
November 30 2021,Camden,NJ,Passenger,0,1,1,14,15,6.67
November 30 2021,Clark,NV,Passenger,3,3,6,561,567,1.06
November 30 2021,Collin,TX,Passenger,1,0,1,102,103,0.97
November 30 2021,Columbia,WA,Truck,0,0,0,1552,1552,0.0
December 31 2021,Stafford,VA,Passenger,2,1,3,90,93,3.23
December 31 2021,Thurston,WA,Truck,0,0,0,56084,56084,0.0
December 31 2021,Wayne,NC,Passenger,1,0,1,26,27,3.7
December 31 2021,Wilson,NC,Passenger,1,0,1,0,1,100.0
December 31 2021,Yamhill,OR,Passenger,1,0,1,29,30,3.33
February 28 2022,Richmond,NY,Passenger,1,0,1,5,6,16.67
February 28 2022,Rock Island,IL,Passenger,0,1,1,16,17,5.88
February 28 2022,Rockingham,NH,Passenger,1,0,1,20,21,4.76
February 28 2022,Rogers,OK,Passenger,1,0,1,3,4,25.0
February 28 2022,San Bernardino,CA,Passenger,1,1,2,343,345,0.58
February 28 2022,Santa Cruz,CA,Passenger,1,0,1,25,26,3.85
February 28 2022,Sevier,AR,Passenger,0,1,1,0,1,100.0
February 28 2022,Snohomish,WA,Passenger,7452,2312,9764,536043,545807,1.79
February 28 2022,Spokane,WA,Passenger,1392,784,2176,326342,328518,0.66
February 28 2022,St. Clair,IL,Passenger,2,0,2,120,122,1.64
February 28 2022,St. Louis,MO,Passenger,1,0,1,73,74,1.35
February 28 2022,Jefferson,WA,Truck,0,0,0,9579,9579,0.0
February 28 2022,Lake,IL,Passenger,3,0,3,149,152,1.97
February 28 2022,Manassas,VA,Passenger,0,1,1,5,6,16.67
February 28 2022,Maricopa,AZ,Passenger,6,3,9,960,969,0.93
February 28 2022,Mason,WA,Passenger,280,166,446,47739,48185,0.93
February 28 2022,Montgomery,TX,Passenger,1,0,1,31,32,3.12
February 28 2022,Newport,RI,Passenger,1,0,1,74,75,1.33
February 28 2022,Montgomery,MD,Passenger,3,2,5,196,201,2.49
February 28 2022,Multnomah,OR,Passenger,1,4,5,563,568,0.88
February 28 2022,Nassau,NY,Passenger,2,0,2,24,26,7.69
February 28 2022,Pend Oreille,WA,Truck,0,0,0,5720,5720,0.0
February 28 2022,Pierce,WA,Passenger,4484,2175,6659,552827,559486,1.19
February 28 2022,Placer,CA,Passenger,2,0,2,70,72,2.78
February 28 2022,Portsmouth,VA,Passenger,0,1,1,72,73,1.37
February 28 2022,Prince George's,MD,Passenger,2,1,3,131,134,2.24
February 28 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
February 28 2022,Orange,FL,Passenger,1,0,1,94,95,1.05
February 28 2022,Pacific,WA,Truck,0,0,0,8006,8006,0.0
February 28 2022,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
February 28 2022,Rockdale,GA,Passenger,1,0,1,7,8,12.5
February 28 2022,Sedgwick,KS,Passenger,0,1,1,79,80,1.25
February 28 2022,St. Mary's,MD,Passenger,1,0,1,200,201,0.5
February 28 2022,St. Tammany,LA,Passenger,1,0,1,37,38,2.63
December 31 2021,Carroll,MD,Passenger,0,1,1,17,18,5.56
December 31 2021,Clallam,WA,Truck,1,0,1,22127,22128,0.0
December 31 2021,Contra Costa,CA,Passenger,1,3,4,271,275,1.45
December 31 2021,Cook,IL,Passenger,2,0,2,183,185,1.08
December 31 2021,Douglas,WA,Passenger,116,56,172,28610,28782,0.6
February 28 2022,Yakima,WA,Truck,0,0,0,61661,61661,0.0
February 28 2022,Yellowstone,MT,Passenger,0,1,1,27,28,3.57
March 31 2022,Alameda,CA,Passenger,4,0,4,192,196,2.04
March 31 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
March 31 2022,Charles,MD,Passenger,0,1,1,60,61,1.64
March 31 2022,Clark,NV,Passenger,3,3,6,535,541,1.11
February 28 2022,Geary,KS,Passenger,1,0,1,87,88,1.14
February 28 2022,Grays Harbor,WA,Passenger,202,157,359,49320,49679,0.72
February 28 2022,Grays Harbor,WA,Truck,0,0,0,21339,21339,0.0
February 28 2022,Kings,CA,Passenger,2,1,3,316,319,0.94
February 28 2022,Klickitat,WA,Truck,0,0,0,8332,8332,0.0
February 28 2022,Lee,FL,Passenger,1,0,1,27,28,3.57
February 28 2022,Lewis,WA,Truck,0,0,0,26610,26610,0.0
February 28 2022,Los Angeles,CA,Passenger,8,7,15,806,821,1.83
November 30 2021,Douglas,OR,Passenger,1,0,1,29,30,3.33
November 30 2021,Douglas,WA,Truck,0,0,0,12694,12694,0.0
November 30 2021,Duval,FL,Passenger,0,2,2,319,321,0.62
November 30 2021,El Paso,TX,Passenger,3,0,3,350,353,0.85
November 30 2021,Gwinnett,GA,Passenger,1,0,1,59,60,1.67
November 30 2021,Jefferson,WA,Passenger,372,195,567,24793,25360,2.24
February 28 2022,Skagit,WA,Truck,1,0,1,32641,32642,0.0
February 28 2022,Spartanburg,SC,Passenger,0,1,1,43,44,2.27
February 28 2022,Stevens,WA,Truck,0,0,0,18978,18978,0.0
February 28 2022,Suffolk,MA,Passenger,0,2,2,23,25,8.0
February 28 2022,Tarrant,TX,Passenger,1,0,1,119,120,0.83
February 28 2022,Vigo,IN,Passenger,1,0,1,5,6,16.67
February 28 2022,Wahkiakum,WA,Truck,0,0,0,1816,1816,0.0
February 28 2022,Whatcom,WA,Truck,4,0,4,43610,43614,0.01
March 31 2022,Adams,WA,Passenger,16,11,27,12986,13013,0.21
March 31 2022,Baltimore,MD,Passenger,1,0,1,76,77,1.3
March 31 2022,Bartow,GA,Passenger,0,1,1,2,3,33.33
March 31 2022,Bell,TX,Passenger,1,1,2,327,329,0.61
March 31 2022,Denton,TX,Passenger,1,0,1,67,68,1.47
March 31 2022,Jefferson,WA,Passenger,408,207,615,24701,25316,2.43
March 31 2022,King,WA,Truck,25,1,26,182076,182102,0.01
March 31 2022,Kings,CA,Passenger,2,1,3,310,313,0.96
February 28 2022,San Diego,CA,Passenger,14,8,22,2353,2375,0.93
February 28 2022,San Francisco,CA,Passenger,0,1,1,69,70,1.43
February 28 2022,San Joaquin,CA,Passenger,0,1,1,88,89,1.12
February 28 2022,Skagit,WA,Passenger,716,316,1032,90674,91706,1.13
February 28 2022,Skamania,WA,Truck,0,0,0,3999,3999,0.0
February 28 2022,Yakima,WA,Passenger,301,178,479,168041,168520,0.28
March 31 2022,Albemarle,VA,Passenger,1,0,1,18,19,5.26
March 31 2022,Boulder,CO,Passenger,1,0,1,34,35,2.86
March 31 2022,Burlington,NJ,Passenger,0,1,1,109,110,0.91
March 31 2022,Cape May,NJ,Passenger,0,1,1,8,9,11.11
March 31 2022,Clackamas,OR,Passenger,2,0,2,152,154,1.3
March 31 2022,Contra Costa,CA,Passenger,0,2,2,262,264,0.76
March 31 2022,Cook,IL,Passenger,3,0,3,181,184,1.63
March 31 2022,DeKalb,GA,Passenger,1,0,1,47,48,2.08
March 31 2022,Duval,FL,Passenger,0,2,2,284,286,0.7
February 28 2022,Sumter,SC,Passenger,0,1,1,31,32,3.12
February 28 2022,Thurston,WA,Passenger,1971,991,2962,196133,199095,1.49
February 28 2022,Wake,NC,Passenger,1,0,1,98,99,1.01
March 31 2022,,,Passenger,5,3,8,456,464,1.72
March 31 2022,Anchorage,AK,Passenger,1,0,1,123,124,0.81
March 31 2022,Bexar,TX,Passenger,4,3,7,460,467,1.5
December 31 2021,Elmore,ID,Passenger,1,0,1,17,18,5.56
December 31 2021,Ferry,WA,Truck,0,0,0,3596,3596,0.0
December 31 2021,Frederick,MD,Passenger,1,1,2,68,70,2.86
December 31 2021,Grant,WA,Passenger,137,98,235,66981,67216,0.35
December 31 2021,Harrison,MS,Passenger,2,0,2,48,50,4.0
December 31 2021,Hillsborough,FL,Passenger,0,1,1,132,133,0.75
December 31 2021,Hudson,NJ,Passenger,1,0,1,37,38,2.63
December 31 2021,Klickitat,WA,Passenger,89,53,142,15348,15490,0.92
December 31 2021,Lake,IL,Passenger,3,0,3,152,155,1.94
January 31 2022,Broward,FL,Passenger,2,0,2,90,92,2.17
January 31 2022,Chelan,WA,Passenger,421,117,538,54591,55129,0.98
January 31 2022,Chelan,WA,Truck,0,0,0,23063,23063,0.0
January 31 2022,Clallam,WA,Passenger,391,241,632,50253,50885,1.24
January 31 2022,Columbia,WA,Passenger,6,2,8,2452,2460,0.33
January 31 2022,Cowlitz,WA,Passenger,273,164,437,71325,71762,0.61
January 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,79,80,1.25
January 31 2022,Fairfax,VA,Passenger,3,3,6,644,650,0.92
January 31 2022,Flathead,MT,Passenger,1,0,1,36,37,2.7
January 31 2022,Geary,KS,Passenger,1,0,1,89,90,1.11
November 30 2021,Kings,CA,Passenger,2,0,2,327,329,0.61
November 30 2021,Lake,FL,Passenger,1,0,1,21,22,4.55
November 30 2021,Lane,OR,Passenger,0,1,1,109,110,0.91
November 30 2021,Okaloosa,FL,Passenger,0,1,1,109,110,0.91
November 30 2021,Pacific,WA,Passenger,51,64,115,16075,16190,0.71
November 30 2021,Pacific,WA,Truck,0,0,0,8003,8003,0.0
March 31 2022,Chesapeake,VA,Passenger,2,3,5,354,359,1.39
March 31 2022,Collin,TX,Passenger,2,0,2,94,96,2.08
March 31 2022,Columbia,WA,Truck,0,0,0,1590,1590,0.0
March 31 2022,Elmore,ID,Passenger,1,0,1,15,16,6.25
February 28 2022,Middlesex,MA,Passenger,0,1,1,83,84,1.19
February 28 2022,Moore,NC,Passenger,0,1,1,122,123,0.81
February 28 2022,Okaloosa,FL,Passenger,0,1,1,103,104,0.96
February 28 2022,Onslow,NC,Passenger,0,1,1,169,170,0.59
February 28 2022,Pacific,WA,Passenger,58,65,123,16029,16152,0.76
February 28 2022,Pend Oreille,WA,Passenger,17,9,26,9079,9105,0.29
February 28 2022,Philadelphia,PA,Passenger,1,0,1,37,38,2.63
February 28 2022,Pima,AZ,Passenger,1,1,2,247,249,0.8
February 28 2022,San Luis Obispo,CA,Passenger,1,0,1,56,57,1.75
February 28 2022,San Mateo,CA,Passenger,2,0,2,74,76,2.63
December 31 2021,Louisa,VA,Passenger,0,1,1,1,2,50.0
December 31 2021,Manassas,VA,Passenger,0,1,1,5,6,16.67
December 31 2021,Maricopa,AZ,Passenger,7,3,10,1010,1020,0.98
December 31 2021,Marin,CA,Passenger,0,1,1,34,35,2.86
December 31 2021,Montgomery,MD,Passenger,3,2,5,205,210,2.38
December 31 2021,Platte,MO,Passenger,1,0,1,15,16,6.25
November 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.0
November 30 2021,Prince William,VA,Passenger,1,1,2,199,201,1.0
November 30 2021,Richmond,GA,Passenger,0,1,1,75,76,1.32
November 30 2021,Rockdale,GA,Passenger,1,0,1,7,8,12.5
November 30 2021,Rockingham,NH,Passenger,1,0,1,21,22,4.55
November 30 2021,Rogers,OK,Passenger,1,0,1,4,5,20.0
November 30 2021,Stevens,WA,Truck,0,0,0,18926,18926,0.0
November 30 2021,Suffolk,MA,Passenger,0,2,2,26,28,7.14
November 30 2021,Sumter,SC,Passenger,0,1,1,32,33,3.03
November 30 2021,Tarrant,TX,Passenger,1,0,1,123,124,0.81
March 31 2022,Asotin,WA,Truck,0,0,0,6756,6756,0.0
March 31 2022,Carroll,MD,Passenger,0,1,1,16,17,5.88
March 31 2022,Clallam,WA,Truck,1,0,1,22062,22063,0.0
March 31 2022,Dallas,TX,Passenger,1,0,1,123,124,0.81
March 31 2022,Douglas,WA,Passenger,125,56,181,28532,28713,0.63
March 31 2022,Kings,NY,Passenger,1,0,1,61,62,1.61
March 31 2022,Kittitas,WA,Truck,0,0,0,14717,14717,0.0
March 31 2022,Lee,FL,Passenger,1,0,1,27,28,3.57
March 31 2022,Lincoln,WA,Passenger,7,18,25,7672,7697,0.32
March 31 2022,Loudoun,VA,Passenger,1,1,2,65,67,2.99
March 31 2022,Montgomery,PA,Passenger,2,0,2,22,24,8.33
March 31 2022,Pacific,WA,Passenger,61,68,129,16003,16132,0.8
March 31 2022,Pend Oreille,WA,Passenger,16,10,26,9054,9080,0.29
March 31 2022,Pennington,SD,Passenger,2,0,2,27,29,6.9
March 31 2022,Prince William,VA,Passenger,0,1,1,196,197,0.51
March 31 2022,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.0
December 31 2021,Prince George's,MD,Passenger,2,1,3,137,140,2.14
December 31 2021,Randolph,NC,Passenger,1,0,1,5,6,16.67
December 31 2021,San Diego,CA,Passenger,15,8,23,2417,2440,0.94
December 31 2021,Sedgwick,KS,Passenger,0,1,1,78,79,1.27
December 31 2021,Sumter,SC,Passenger,0,1,1,32,33,3.03
December 31 2021,Thurston,WA,Passenger,1868,965,2833,196912,199745,1.42
January 31 2022,Harrison,MS,Passenger,2,0,2,47,49,4.08
January 31 2022,Hawaii,HI,Passenger,1,0,1,36,37,2.7
January 31 2022,Island,WA,Passenger,734,345,1079,62633,63712,1.69
January 31 2022,Island,WA,Truck,1,0,1,21484,21485,0.0
January 31 2022,Klickitat,WA,Passenger,90,54,144,15313,15457,0.93
March 31 2022,Ferry,WA,Passenger,17,3,20,4431,4451,0.45
March 31 2022,Ferry,WA,Truck,0,0,0,3571,3571,0.0
March 31 2022,Franklin,WA,Passenger,178,106,284,62095,62379,0.46
March 31 2022,Grant,WA,Truck,0,0,0,28053,28053,0.0
March 31 2022,Hennepin,MN,Passenger,3,0,3,61,64,4.69
March 31 2022,Hillsborough,FL,Passenger,0,2,2,120,122,1.64
March 31 2022,Howard,IN,Passenger,0,1,1,6,7,14.29
March 31 2022,Howard,MD,Passenger,0,1,1,59,60,1.67
March 31 2022,Kittitas,WA,Passenger,225,74,299,29799,30098,0.99
November 30 2021,Wichita,TX,Passenger,1,0,1,39,40,2.5
December 31 2021,Anchorage,AK,Passenger,1,0,1,125,126,0.79
December 31 2021,Bartow,GA,Passenger,0,1,1,2,3,33.33
December 31 2021,Bexar,TX,Passenger,3,3,6,481,487,1.23
December 31 2021,Calvert,MD,Passenger,0,2,2,79,81,2.47
February 28 2022,Snohomish,WA,Truck,3,0,3,125166,125169,0.0
February 28 2022,Spokane,WA,Truck,0,0,0,102624,102624,0.0
February 28 2022,Whatcom,WA,Passenger,1690,685,2375,149376,151751,1.57
February 28 2022,Wichita,TX,Passenger,1,0,1,38,39,2.56
February 28 2022,Wood,OH,Passenger,0,1,1,6,7,14.29
March 31 2022,Alexandria,VA,Passenger,3,0,3,110,113,2.65
March 31 2022,Larimer,CO,Passenger,1,0,1,50,51,1.96
March 31 2022,Montgomery,MD,Passenger,3,2,5,196,201,2.49
March 31 2022,Oldham,KY,Passenger,0,1,1,4,5,20.0
March 31 2022,Montgomery,TN,Passenger,1,0,1,197,198,0.51
March 31 2022,Okaloosa,FL,Passenger,0,1,1,102,103,0.97
March 31 2022,Okanogan,WA,Truck,0,0,0,16696,16696,0.0
March 31 2022,Pacific,WA,Truck,0,0,0,8008,8008,0.0
March 31 2022,Platte,MO,Passenger,1,0,1,15,16,6.25
March 31 2022,Portsmouth,VA,Passenger,0,1,1,72,73,1.37
March 31 2022,Powhatan,VA,Passenger,1,0,1,1,2,50.0
March 31 2022,Richmond,GA,Passenger,0,1,1,73,74,1.35
March 31 2022,Sarpy,NE,Passenger,1,0,1,52,53,1.89
March 31 2022,Suffolk,MA,Passenger,0,1,1,23,24,4.17
March 31 2022,Suffolk,VA,Passenger,1,0,1,117,118,0.85
January 31 2022,Asotin,WA,Truck,0,0,0,6735,6735,0.0
January 31 2022,Chesapeake,VA,Passenger,2,3,5,368,373,1.34
March 31 2022,Boone,MO,Passenger,0,1,1,9,10,10.0
March 31 2022,Calvert,MD,Passenger,0,2,2,75,77,2.6
March 31 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
March 31 2022,Dorchester,SC,Passenger,1,0,1,55,56,1.79
March 31 2022,Douglas,CO,Passenger,0,1,1,73,74,1.35
March 31 2022,Essex,NJ,Passenger,2,0,2,8,10,20.0
March 31 2022,Fort Bend,TX,Passenger,1,0,1,32,33,3.03
March 31 2022,Galveston,TX,Passenger,0,1,1,19,20,5.0
December 31 2021,Chesapeake,VA,Passenger,2,3,5,375,380,1.32
December 31 2021,DeKalb,GA,Passenger,1,0,1,54,55,1.82
December 31 2021,Ferry,WA,Passenger,14,3,17,4442,4459,0.38
December 31 2021,Garfield,WA,Truck,0,0,0,1000,1000,0.0
December 31 2021,Hennepin,MN,Passenger,3,0,3,62,65,4.62
March 31 2022,Salt Lake,UT,Passenger,1,2,3,136,139,2.16
March 31 2022,Skamania,WA,Passenger,65,45,110,8277,8387,1.31
March 31 2022,Solano,CA,Passenger,1,0,1,167,168,0.6
March 31 2022,Sonoma,CA,Passenger,0,1,1,73,74,1.35
March 31 2022,Wahkiakum,WA,Passenger,18,11,29,3078,3107,0.93
March 31 2022,Washington,MD,Passenger,2,0,2,13,15,13.33
March 31 2022,Whatcom,WA,Passenger,1735,695,2430,149262,151692,1.6
March 31 2022,Wichita,TX,Passenger,1,0,1,36,37,2.7
April 30 2022,Allegheny,PA,Passenger,1,1,2,51,53,3.77
March 31 2022,Franklin,WA,Truck,0,0,0,20941,20941,0.0
March 31 2022,Frederick,MD,Passenger,1,1,2,67,69,2.9
March 31 2022,Garfield,WA,Passenger,0,3,3,1333,1336,0.22
March 31 2022,Grant,WA,Passenger,151,100,251,66874,67125,0.37
March 31 2022,Grays Harbor,WA,Truck,0,0,0,21364,21364,0.0
March 31 2022,Hudson,NJ,Passenger,1,0,1,33,34,2.94
March 31 2022,Kern,CA,Passenger,0,1,1,192,193,0.52
March 31 2022,Kitsap,WA,Passenger,2274,1007,3281,179399,182680,1.8
March 31 2022,Sumter,SC,Passenger,0,1,1,30,31,3.23
March 31 2022,Tarrant,TX,Passenger,1,0,1,116,117,0.85
March 31 2022,Ventura,CA,Passenger,2,1,3,241,244,1.23
March 31 2022,Virginia Beach,VA,Passenger,2,0,2,545,547,0.37
April 30 2022,Adams,CO,Passenger,1,0,1,35,36,2.78
April 30 2022,Adams,WA,Passenger,16,10,26,12990,13016,0.2
April 30 2022,Albemarle,VA,Passenger,1,0,1,18,19,5.26
April 30 2022,Arapahoe,CO,Passenger,0,1,1,79,80,1.25
April 30 2022,Baltimore,MD,Passenger,1,0,1,73,74,1.35
January 31 2022,Collin,TX,Passenger,1,0,1,99,100,1.0
January 31 2022,Columbia,WA,Truck,0,0,0,1557,1557,0.0
January 31 2022,DeKalb,GA,Passenger,1,0,1,52,53,1.89
January 31 2022,Franklin,WA,Truck,0,0,0,20892,20892,0.0
January 31 2022,Grays Harbor,WA,Truck,0,0,0,21346,21346,0.0
January 31 2022,New York,NY,Passenger,1,0,1,39,40,2.5
January 31 2022,Pierce,WA,Passenger,4367,2152,6519,554325,560844,1.16
January 31 2022,Pierce,WA,Truck,0,0,0,144488,144488,0.0
January 31 2022,Pinellas,FL,Passenger,0,1,1,83,84,1.19
January 31 2022,Portsmouth,VA,Passenger,0,1,1,73,74,1.35
January 31 2022,Prince George's,MD,Passenger,2,1,3,135,138,2.17
January 31 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
January 31 2022,Richmond,NY,Passenger,1,0,1,5,6,16.67
January 31 2022,San Joaquin,CA,Passenger,0,1,1,89,90,1.11
January 31 2022,San Mateo,CA,Passenger,2,0,2,75,77,2.6
January 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100.0
January 31 2022,Shelby,OH,Passenger,0,1,1,2,3,33.33
January 31 2022,Skagit,WA,Passenger,701,307,1008,90876,91884,1.1
January 31 2022,Skagit,WA,Truck,1,0,1,32662,32663,0.0
March 31 2022,Harnett,NC,Passenger,2,0,2,141,143,1.4
March 31 2022,Hidalgo,TX,Passenger,0,1,1,50,51,1.96
March 31 2022,Honolulu,HI,Passenger,5,3,8,329,337,2.37
March 31 2022,Houston,GA,Passenger,1,0,1,34,35,2.86
March 31 2022,Jefferson,WA,Truck,0,0,0,9547,9547,0.0
March 31 2022,King,WA,Passenger,37954,10700,48654,1352608,1401262,3.47
March 31 2022,Lane,OR,Passenger,0,1,1,102,103,0.97
March 31 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.0
March 31 2022,Lincoln,OR,Passenger,0,1,1,30,31,3.23
March 31 2022,Lincoln,WA,Truck,0,0,0,4837,4837,0.0
April 30 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
April 30 2022,Carson City,NV,Passenger,1,0,1,8,9,11.11
April 30 2022,Clackamas,OR,Passenger,2,0,2,150,152,1.32
April 30 2022,Columbia,WA,Passenger,7,0,7,2446,2453,0.29
April 30 2022,Cook,IL,Passenger,3,0,3,178,181,1.66
April 30 2022,Cumberland,NC,Passenger,1,2,3,377,380,0.79
March 31 2022,Louisa,VA,Passenger,0,1,1,1,2,50.0
March 31 2022,Manassas,VA,Passenger,0,1,1,5,6,16.67
March 31 2022,Marin,CA,Passenger,0,1,1,32,33,3.03
March 31 2022,Middlesex,MA,Passenger,1,1,2,82,84,2.38
March 31 2022,Monterey,CA,Passenger,1,1,2,131,133,1.5
March 31 2022,Montgomery,TX,Passenger,1,0,1,31,32,3.12
March 31 2022,New London,CT,Passenger,1,5,6,207,213,2.82
March 31 2022,Onslow,NC,Passenger,0,1,1,169,170,0.59
March 31 2022,Orange,CA,Passenger,4,2,6,367,373,1.61
March 31 2022,Orange,FL,Passenger,1,0,1,93,94,1.06
March 31 2022,Pend Oreille,WA,Truck,0,0,0,5691,5691,0.0
April 30 2022,Cape May,NJ,Passenger,0,1,1,7,8,12.5
April 30 2022,Charleston,SC,Passenger,2,0,2,64,66,3.03
April 30 2022,Clark,WA,Passenger,3866,1690,5556,317976,323532,1.72
April 30 2022,Columbia,GA,Passenger,0,1,1,101,102,0.98
April 30 2022,Coryell,TX,Passenger,1,0,1,98,99,1.01
April 30 2022,District of Columbia,DC,Passenger,4,0,4,175,179,2.23
April 30 2022,Douglas,CO,Passenger,0,1,1,72,73,1.37
April 30 2022,Essex,NJ,Passenger,2,0,2,8,10,20.0
April 30 2022,Fresno,CA,Passenger,1,0,1,143,144,0.69
March 31 2022,Riverside,CA,Passenger,7,1,8,460,468,1.71
March 31 2022,Sacramento,CA,Passenger,2,0,2,203,205,0.98
March 31 2022,San Juan,WA,Passenger,492,152,644,14131,14775,4.36
March 31 2022,Santa Clara,CA,Passenger,8,1,9,221,230,3.91
March 31 2022,Sedgwick,KS,Passenger,0,1,1,78,79,1.27
March 31 2022,Thurston,WA,Passenger,2029,1001,3030,195543,198573,1.53
March 31 2022,Thurston,WA,Truck,3,0,3,55766,55769,0.01
March 31 2022,Walla Walla,WA,Passenger,157,91,248,36124,36372,0.68
December 31 2021,Houston,GA,Passenger,1,0,1,39,40,2.5
December 31 2021,King,WA,Passenger,35493,10215,45708,1359533,1405241,3.25
December 31 2021,Kings,NY,Passenger,1,0,1,64,65,1.54
December 31 2021,Kittitas,WA,Passenger,207,75,282,29847,30129,0.94
December 31 2021,Kittitas,WA,Truck,0,0,0,14792,14792,0.0
December 31 2021,Larimer,CO,Passenger,1,0,1,50,51,1.96
December 31 2021,Lincoln,WA,Passenger,7,16,23,7723,7746,0.3
December 31 2021,Montgomery,PA,Passenger,2,0,2,21,23,8.7
