Date,County,State,Vehicle_Primary_Use,Battery_Electric_Vehicles,Plug_In_Hybrid_Electric_Vehicles,Electric_Vehicle_Total,NonElectric_Vehicle_Total,Total_Vehicles,Percent_Electric_Vehicles
March 31 2022,Montgomery,AL,Passenger,0,1,1,35,36,2.78
March 31 2022,Multnomah,OR,Passenger,1,4,5,550,555,0.9
March 31 2022,Nassau,NY,Passenger,2,0,2,24,26,7.69
March 31 2022,New Haven,CT,Passenger,0,2,2,29,31,6.45
March 31 2022,Okanogan,WA,Passenger,77,46,123,26526,26649,0.46
March 31 2022,Penobscot,ME,Passenger,0,1,1,6,7,14.29
March 31 2022,Queens,NY,Passenger,1,0,1,44,45,2.22
March 31 2022,Placer,CA,Passenger,2,0,2,69,71,2.82
March 31 2022,San Diego,CA,Passenger,14,8,22,2336,2358,0.93
March 31 2022,San Juan,WA,Truck,1,0,1,5995,5996,0.02
March 31 2022,Stafford,VA,Passenger,2,1,3,86,89,3.37
January 31 2022,Kern,CA,Passenger,0,1,1,197,198,0.51
January 31 2022,Kitsap,WA,Passenger,2191,971,3162,180009,183171,1.73
January 31 2022,Kittitas,WA,Truck,0,0,0,14766,14766,0.0
January 31 2022,Klickitat,WA,Truck,0,0,0,8335,8335,0.0
January 31 2022,Middlesex,MA,Passenger,0,1,1,85,86,1.16
January 31 2022,Montgomery,TX,Passenger,1,1,2,31,33,6.06
January 31 2022,Moore,NC,Passenger,0,1,1,123,124,0.81
January 31 2022,New London,CT,Passenger,1,4,5,216,221,2.26
January 31 2022,Okaloosa,FL,Passenger,0,1,1,105,106,0.94
January 31 2022,Onslow,NC,Passenger,0,1,1,171,172,0.58
January 31 2022,Orange,CA,Passenger,5,2,7,385,392,1.79
January 31 2022,Orange,FL,Passenger,1,0,1,98,99,1.01
January 31 2022,Spokane,WA,Passenger,1350,766,2116,326777,328893,0.64
January 31 2022,Spokane,WA,Truck,0,0,0,102672,102672,0.0
January 31 2022,Stevens,WA,Passenger,58,47,105,30196,30301,0.35
January 31 2022,Whatcom,WA,Truck,3,0,3,43615,43618,0.01
January 31 2022,Wood,OH,Passenger,0,1,1,6,7,14.29
February 28 2022,Anchorage,AK,Passenger,1,0,1,124,125,0.8
February 28 2022,Bexar,TX,Passenger,3,3,6,469,475,1.26
March 31 2022,Whitman,WA,Passenger,79,54,133,22056,22189,0.6
March 31 2022,Williams,ND,Passenger,0,1,1,7,8,12.5
April 30 2022,,,Passenger,5,3,8,459,467,1.71
April 30 2022,Bell,TX,Passenger,1,1,2,321,323,0.62
April 30 2022,Boulder,CO,Passenger,1,0,1,33,34,2.94
April 30 2022,Clark,NV,Passenger,3,3,6,532,538,1.12
April 30 2022,Howard,IN,Passenger,0,1,1,5,6,16.67
April 30 2022,Howard,MD,Passenger,0,1,1,58,59,1.69
April 30 2022,Jefferson,NY,Passenger,0,1,1,196,197,0.51
April 30 2022,Kitsap,WA,Passenger,2326,1021,3347,179190,182537,1.83
April 30 2022,Leavenworth,KS,Passenger,1,1,2,111,113,1.77
April 30 2022,Lincoln,OR,Passenger,0,1,1,30,31,3.23
April 30 2022,Lincoln,WA,Truck,0,0,0,4853,4853,0.0
April 30 2022,Mason,WA,Truck,0,0,0,21136,21136,0.0
March 31 2022,Rockdale,GA,Passenger,1,0,1,7,8,12.5
March 31 2022,Skamania,WA,Truck,0,0,0,3971,3971,0.0
March 31 2022,St. Clair,IL,Passenger,2,0,2,120,122,1.64
March 31 2022,St. Mary's,MD,Passenger,1,0,1,199,200,0.5
March 31 2022,Wake,NC,Passenger,1,0,1,90,91,1.1
March 31 2022,Walla Walla,WA,Truck,0,0,0,14031,14031,0.0
March 31 2022,Wayne,NC,Passenger,1,0,1,26,27,3.7
March 31 2022,Wilson,NC,Passenger,1,0,1,0,1,100.0
April 30 2022,Douglas,NE,Passenger,1,2,3,44,47,6.38
April 30 2022,Fairbanks North Star,AK,Passenger,0,1,1,80,81,1.23
April 30 2022,Ferry,WA,Truck,0,0,0,3569,3569,0.0
April 30 2022,Franklin,WA,Passenger,178,105,283,62010,62293,0.45
April 30 2022,Grays Harbor,WA,Passenger,200,158,358,49222,49580,0.72
April 30 2022,Hennepin,MN,Passenger,3,0,3,57,60,5.0
April 30 2022,Kittitas,WA,Passenger,236,77,313,29751,30064,1.04
April 30 2022,Klickitat,WA,Passenger,100,55,155,15246,15401,1.01
December 31 2021,Montgomery,TN,Passenger,1,0,1,204,205,0.49
December 31 2021,Nassau,NY,Passenger,2,0,2,25,27,7.41
December 31 2021,Okanogan,WA,Passenger,69,45,114,26603,26717,0.43
December 31 2021,Okanogan,WA,Truck,0,0,0,16692,16692,0.0
December 31 2021,Penobscot,ME,Passenger,0,1,1,8,9,11.11
December 31 2021,Queens,NY,Passenger,1,0,1,48,49,2.04
December 31 2021,Sacramento,CA,Passenger,2,0,2,208,210,0.95
December 31 2021,Santa Clara,CA,Passenger,6,1,7,225,232,3.02
December 31 2021,Sonoma,CA,Passenger,0,1,1,79,80,1.25
December 31 2021,Suffolk,VA,Passenger,1,0,1,122,123,0.81
February 28 2022,Chesapeake,VA,Passenger,2,3,5,358,363,1.38
February 28 2022,DeKalb,GA,Passenger,1,0,1,49,50,2.0
February 28 2022,Ferry,WA,Passenger,15,3,18,4443,4461,0.4
February 28 2022,Garfield,WA,Truck,0,0,0,997,997,0.0
January 31 2022,Pacific,WA,Truck,0,0,0,8024,8024,0.0
January 31 2022,Pend Oreille,WA,Truck,0,0,0,5732,5732,0.0
January 31 2022,Philadelphia,PA,Passenger,1,0,1,37,38,2.63
January 31 2022,Pima,AZ,Passenger,1,1,2,252,254,0.79
January 31 2022,Placer,CA,Passenger,2,0,2,71,73,2.74
January 31 2022,Riverside,CA,Passenger,5,1,6,484,490,1.22
January 31 2022,San Juan,WA,Truck,1,0,1,6021,6022,0.02
January 31 2022,Sarpy,NE,Passenger,1,0,1,57,58,1.72
January 31 2022,Stafford,VA,Passenger,2,1,3,88,91,3.3
January 31 2022,Suffolk,VA,Passenger,1,0,1,118,119,0.84
April 30 2022,Monterey,CA,Passenger,1,1,2,129,131,1.53
April 30 2022,Montgomery,AL,Passenger,0,1,1,34,35,2.86
April 30 2022,Moore,NC,Passenger,0,1,1,118,119,0.84
April 30 2022,Norfolk,VA,Passenger,3,3,6,294,300,2.0
April 30 2022,Orange,CA,Passenger,5,2,7,362,369,1.9
April 30 2022,Pima,AZ,Passenger,1,1,2,230,232,0.86
April 30 2022,Ray,MO,Passenger,0,1,1,1,2,50.0
April 30 2022,Riverside,CA,Passenger,7,1,8,465,473,1.69
April 30 2022,San Luis Obispo,CA,Passenger,1,0,1,56,57,1.75
April 30 2022,Santa Cruz,CA,Passenger,1,0,1,25,26,3.85
April 30 2022,Sarasota,FL,Passenger,2,0,2,23,25,8.0
March 31 2022,Yakima,WA,Passenger,312,181,493,167728,168221,0.29
April 30 2022,Bartow,GA,Passenger,0,1,1,2,3,33.33
April 30 2022,Benton,WA,Passenger,716,446,1162,135526,136688,0.85
April 30 2022,Burlington,NJ,Passenger,0,2,2,108,110,1.82
April 30 2022,Calvert,MD,Passenger,0,2,2,76,78,2.56
April 30 2022,Clallam,WA,Passenger,404,241,645,49844,50489,1.28
April 30 2022,Cowlitz,WA,Truck,0,1,1,28741,28742,0.0
March 31 2022,Yakima,WA,Truck,0,0,0,61598,61598,0.0
April 30 2022,Alexandria,VA,Passenger,3,0,3,110,113,2.65
April 30 2022,Boone,MO,Passenger,0,1,1,9,10,10.0
April 30 2022,Camden,NJ,Passenger,0,1,1,12,13,7.69
April 30 2022,Clark,WA,Truck,3,0,3,83240,83243,0.0
April 30 2022,Collin,TX,Passenger,2,0,2,91,93,2.15
April 30 2022,Columbia,WA,Truck,0,0,0,1589,1589,0.0
April 30 2022,Contra Costa,CA,Passenger,0,2,2,264,266,0.75
April 30 2022,Denton,TX,Passenger,1,0,1,62,63,1.59
April 30 2022,Douglas,WA,Passenger,126,57,183,28529,28712,0.64
April 30 2022,Duval,FL,Passenger,0,2,2,280,282,0.71
April 30 2022,Elmore,ID,Passenger,1,0,1,13,14,7.14
April 30 2022,Frederick,MD,Passenger,1,1,2,66,68,2.94
April 30 2022,Grant,WA,Passenger,159,98,257,66901,67158,0.38
April 30 2022,Grant,WA,Truck,0,0,0,28091,28091,0.0
January 31 2022,Ventura,CA,Passenger,2,1,3,244,247,1.21
January 31 2022,Yakima,WA,Passenger,294,177,471,168315,168786,0.28
January 31 2022,Yamhill,OR,Passenger,1,0,1,28,29,3.45
February 28 2022,Arlington,VA,Passenger,1,0,1,123,124,0.81
February 28 2022,Bartow,GA,Passenger,0,1,1,2,3,33.33
February 28 2022,Boulder,CO,Passenger,1,0,1,34,35,2.86
February 28 2022,Burlington,NJ,Passenger,0,1,1,114,115,0.87
February 28 2022,Cape May,NJ,Passenger,0,1,1,8,9,11.11
April 30 2022,Spartanburg,SC,Passenger,0,1,1,39,40,2.5
April 30 2022,Stafford,VA,Passenger,2,1,3,87,90,3.33
April 30 2022,Thurston,WA,Truck,3,0,3,55616,55619,0.01
April 30 2022,Wayne,NC,Passenger,1,0,1,25,26,3.85
April 30 2022,Wilson,NC,Passenger,1,0,1,0,1,100.0
May 31 2022,Allen,IN,Passenger,1,0,1,13,14,7.14
May 31 2022,Asotin,WA,Passenger,23,19,42,12731,12773,0.33
December 31 2021,Travis,TX,Passenger,1,0,1,128,129,0.78
December 31 2021,Ventura,CA,Passenger,2,1,3,249,252,1.19
December 31 2021,Virginia Beach,VA,Passenger,2,0,2,562,564,0.35
December 31 2021,Walla Walla,WA,Truck,0,0,0,14091,14091,0.0
December 31 2021,Washington,MD,Passenger,2,0,2,13,15,13.33
December 31 2021,Whitman,WA,Passenger,67,59,126,21987,22113,0.57
December 31 2021,Whitman,WA,Truck,0,0,0,8562,8562,0.0
December 31 2021,Williamson,TX,Passenger,1,1,2,86,88,2.27
January 31 2022,Allegheny,PA,Passenger,1,1,2,53,55,3.64
January 31 2022,Arlington,VA,Passenger,1,0,1,125,126,0.79
January 31 2022,Benton,WA,Truck,0,0,0,43609,43609,0.0
April 30 2022,Dallas,TX,Passenger,1,0,1,120,121,0.83
April 30 2022,Danville,VA,Passenger,1,0,1,0,1,100.0
April 30 2022,Douglas,OR,Passenger,1,0,1,28,29,3.45
April 30 2022,Douglas,WA,Truck,0,0,0,12748,12748,0.0
April 30 2022,Galveston,TX,Passenger,0,1,1,19,20,5.0
April 30 2022,Grays Harbor,WA,Truck,0,0,0,21345,21345,0.0
April 30 2022,Gwinnett,GA,Passenger,1,0,1,51,52,1.92
April 30 2022,Juneau,AK,Passenger,0,1,1,28,29,3.45
April 30 2022,Lewis,WA,Truck,0,0,0,26442,26442,0.0
April 30 2022,Lincoln,WA,Passenger,7,18,25,7674,7699,0.32
April 30 2022,Los Angeles,CA,Passenger,6,7,13,776,789,1.65
April 30 2022,Maricopa,AZ,Passenger,6,3,9,912,921,0.98
April 30 2022,Montgomery,PA,Passenger,2,0,2,21,23,8.7
April 30 2022,Pacific,WA,Passenger,60,68,128,15944,16072,0.8
April 30 2022,Pend Oreille,WA,Passenger,16,10,26,9034,9060,0.29
February 28 2022,Houston,GA,Passenger,1,0,1,35,36,2.78
February 28 2022,King,WA,Passenger,37230,10519,47749,1355141,1402890,3.4
February 28 2022,Kings,NY,Passenger,1,0,1,64,65,1.54
February 28 2022,Kittitas,WA,Passenger,218,72,290,29781,30071,0.96
February 28 2022,Kittitas,WA,Truck,0,0,0,14751,14751,0.0
February 28 2022,Larimer,CO,Passenger,1,0,1,49,50,2.0
February 28 2022,Lincoln,WA,Passenger,7,17,24,7689,7713,0.31
April 30 2022,Hillsborough,FL,Passenger,0,2,2,120,122,1.64
April 30 2022,Hudson,NJ,Passenger,1,0,1,33,34,2.94
April 30 2022,Jefferson,WA,Passenger,415,210,625,24738,25363,2.46
April 30 2022,Kings,CA,Passenger,2,1,3,309,312,0.96
April 30 2022,Lee,FL,Passenger,1,0,1,27,28,3.57
April 30 2022,DeKalb,GA,Passenger,1,0,1,46,47,2.13
April 30 2022,Fairfax,VA,Passenger,5,3,8,618,626,1.28
April 30 2022,Ferry,WA,Passenger,19,4,23,4407,4430,0.52
April 30 2022,Geary,KS,Passenger,1,0,1,84,85,1.18
April 30 2022,Houston,GA,Passenger,1,0,1,33,34,2.94
April 30 2022,Island,WA,Truck,1,0,1,21470,21471,0.0
April 30 2022,King,WA,Passenger,39343,10823,50166,1351471,1401637,3.58
April 30 2022,Klickitat,WA,Truck,0,0,0,8282,8282,0.0
April 30 2022,Lake,FL,Passenger,1,0,1,19,20,5.0
April 30 2022,Lane,OR,Passenger,0,1,1,98,99,1.01
April 30 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.0
April 30 2022,Middlesex,MA,Passenger,1,1,2,82,84,2.38
April 30 2022,New Haven,CT,Passenger,0,2,2,29,31,6.45
April 30 2022,Okaloosa,FL,Passenger,0,1,1,100,101,0.99
April 30 2022,Onslow,NC,Passenger,0,1,1,162,163,0.61
April 30 2022,Montgomery,MD,Passenger,4,2,6,196,202,2.97
April 30 2022,Powhatan,VA,Passenger,1,0,1,1,2,50.0
April 30 2022,Prince William,VA,Passenger,0,1,1,196,197,0.51
April 30 2022,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.0
April 30 2022,San Diego,CA,Passenger,13,8,21,2310,2331,0.9
April 30 2022,Skamania,WA,Passenger,67,46,113,8226,8339,1.36
January 31 2022,Carson City,NV,Passenger,1,0,1,8,9,11.11
January 31 2022,Charleston,SC,Passenger,2,0,2,73,75,2.67
January 31 2022,Clallam,WA,Truck,1,0,1,22145,22146,0.0
January 31 2022,Clark,WA,Passenger,3543,1569,5112,319555,324667,1.57
January 31 2022,Columbia,GA,Passenger,0,1,1,103,104,0.96
January 31 2022,Coryell,TX,Passenger,1,0,1,102,103,0.97
January 31 2022,Cumberland,NC,Passenger,1,2,3,394,397,0.76
January 31 2022,District of Columbia,DC,Passenger,5,0,5,180,185,2.7
April 30 2022,Larimer,CO,Passenger,1,0,1,48,49,2.04
April 30 2022,New York,NY,Passenger,1,0,1,37,38,2.63
April 30 2022,Oldham,KY,Passenger,0,1,1,4,5,20.0
April 30 2022,Philadelphia,PA,Passenger,1,0,1,37,38,2.63
April 30 2022,Pierce,WA,Truck,3,0,3,143052,143055,0.0
April 30 2022,Pacific,WA,Truck,0,0,0,7978,7978,0.0
April 30 2022,Pend Oreille,WA,Truck,0,0,0,5659,5659,0.0
April 30 2022,Placer,CA,Passenger,2,0,2,69,71,2.82
April 30 2022,Rockdale,GA,Passenger,1,0,1,8,9,11.11
April 30 2022,Rockingham,NH,Passenger,1,0,1,19,20,5.0
April 30 2022,Rogers,OK,Passenger,1,0,1,3,4,25.0
April 30 2022,St. Clair,IL,Passenger,2,0,2,119,121,1.65
May 31 2022,Boone,MO,Passenger,0,1,1,9,10,10.0
May 31 2022,Boulder,CO,Passenger,1,0,1,33,34,2.94
May 31 2022,Broward,FL,Passenger,2,0,2,75,77,2.6
May 31 2022,Camden,NJ,Passenger,0,1,1,12,13,7.69
May 31 2022,Cape May,NJ,Passenger,0,1,1,7,8,12.5
May 31 2022,Chelan,WA,Passenger,450,126,576,54387,54963,1.05
May 31 2022,Clallam,WA,Passenger,410,244,654,49797,50451,1.3
May 31 2022,Clark,NV,Passenger,3,3,6,514,520,1.15
May 31 2022,Douglas,CO,Passenger,0,1,1,70,71,1.41
May 31 2022,Duval,FL,Passenger,0,2,2,274,276,0.72
May 31 2022,El Paso,CO,Passenger,3,1,4,605,609,0.66
February 28 2022,Montgomery,PA,Passenger,2,0,2,22,24,8.33
February 28 2022,Montgomery,TN,Passenger,1,0,1,201,202,0.5
February 28 2022,Okanogan,WA,Passenger,74,47,121,26478,26599,0.45
February 28 2022,Okanogan,WA,Truck,0,0,0,16718,16718,0.0
February 28 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
February 28 2022,Pennington,SD,Passenger,2,0,2,28,30,6.67
February 28 2022,Penobscot,ME,Passenger,0,1,1,6,7,14.29
February 28 2022,Platte,MO,Passenger,1,0,1,15,16,6.25
February 28 2022,Queens,NY,Passenger,1,0,1,45,46,2.17
February 28 2022,Sacramento,CA,Passenger,2,0,2,203,205,0.98
February 28 2022,Santa Clara,CA,Passenger,7,1,8,224,232,3.45
February 28 2022,Sarpy,NE,Passenger,1,0,1,55,56,1.79
April 30 2022,Plaquemines,LA,Passenger,1,1,2,15,17,11.76
April 30 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
April 30 2022,San Joaquin,CA,Passenger,0,1,1,88,89,1.12
April 30 2022,San Juan,WA,Passenger,494,155,649,14130,14779,4.39
April 30 2022,Santa Clara,CA,Passenger,8,1,9,213,222,4.05
April 30 2022,Sedgwick,KS,Passenger,0,1,1,75,76,1.32
April 30 2022,Snohomish,WA,Truck,4,0,4,124641,124645,0.0
April 30 2022,Solano,CA,Passenger,1,0,1,160,161,0.62
April 30 2022,Spokane,WA,Truck,0,0,0,102440,102440,0.0
April 30 2022,Washington,MD,Passenger,2,0,2,13,15,13.33
February 28 2022,Charles,MD,Passenger,0,1,1,62,63,1.59
February 28 2022,Charleston,SC,Passenger,2,0,2,72,74,2.7
February 28 2022,Chelan,WA,Passenger,429,121,550,54570,55120,1.0
February 28 2022,Clallam,WA,Passenger,393,243,636,50155,50791,1.25
February 28 2022,Clark,NV,Passenger,3,3,6,545,551,1.09
February 28 2022,Clark,WA,Passenger,3629,1597,5226,319220,324446,1.61
February 28 2022,Denton,TX,Passenger,1,0,1,69,70,1.43
February 28 2022,Duval,FL,Passenger,0,2,2,294,296,0.68
February 28 2022,Fairfax,VA,Passenger,3,3,6,636,642,0.93
February 28 2022,Grant,WA,Truck,0,0,0,28016,28016,0.0
April 30 2022,Whatcom,WA,Passenger,1775,717,2492,149107,151599,1.64
April 30 2022,Wichita,TX,Passenger,1,0,1,36,37,2.7
April 30 2022,Wood,OH,Passenger,0,1,1,6,7,14.29
May 31 2022,Alexandria,VA,Passenger,3,0,3,108,111,2.7
April 30 2022,Yakima,WA,Passenger,318,183,501,167446,167947,0.3
April 30 2022,Yellowstone,MT,Passenger,0,1,1,25,26,3.85
May 31 2022,Alameda,CA,Passenger,4,0,4,181,185,2.16
May 31 2022,Albemarle,VA,Passenger,1,0,1,17,18,5.56
May 31 2022,Anchorage,AK,Passenger,1,0,1,122,123,0.81
May 31 2022,Bexar,TX,Passenger,4,2,6,433,439,1.37
May 31 2022,Fairfax,VA,Passenger,6,3,9,613,622,1.45
May 31 2022,Howard,IN,Passenger,0,1,1,4,5,20.0
May 31 2022,Jefferson,WA,Passenger,425,215,640,24621,25261,2.53
May 31 2022,King,WA,Truck,43,1,44,181261,181305,0.02
May 31 2022,Lane,OR,Passenger,0,1,1,90,91,1.1
May 31 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.0
February 28 2022,Sonoma,CA,Passenger,0,1,1,73,74,1.35
February 28 2022,Suffolk,VA,Passenger,1,0,1,119,120,0.83
February 28 2022,Ventura,CA,Passenger,2,1,3,242,245,1.22
February 28 2022,Virginia Beach,VA,Passenger,2,0,2,556,558,0.36
February 28 2022,Walla Walla,WA,Truck,0,0,0,14073,14073,0.0
February 28 2022,Washington,MD,Passenger,2,0,2,13,15,13.33
February 28 2022,Whitman,WA,Truck,0,0,0,8581,8581,0.0
February 28 2022,Williamson,TX,Passenger,1,1,2,83,85,2.35
March 31 2022,Adams,CO,Passenger,1,0,1,36,37,2.7
March 31 2022,Allegheny,PA,Passenger,1,1,2,51,53,3.77
March 31 2022,Arlington,VA,Passenger,1,0,1,123,124,0.81
February 28 2022,Howard,IN,Passenger,0,1,1,6,7,14.29
February 28 2022,Jefferson,WA,Passenger,394,202,596,24689,25285,2.36
February 28 2022,King,WA,Truck,22,1,23,182518,182541,0.01
February 28 2022,Leavenworth,KS,Passenger,1,1,2,109,111,1.8
January 31 2022,Fresno,CA,Passenger,1,0,1,155,156,0.64
January 31 2022,Goochland,VA,Passenger,3,2,5,163,168,2.98
January 31 2022,Grays Harbor,WA,Passenger,197,158,355,49349,49704,0.71
January 31 2022,Hamilton,IN,Passenger,2,0,2,22,24,8.33
January 31 2022,Hamilton,OH,Passenger,1,0,1,30,31,3.23
January 31 2022,Harris,TX,Passenger,1,0,1,157,158,0.63
January 31 2022,Jefferson,NY,Passenger,0,1,1,195,196,0.51
January 31 2022,Lake,IL,Passenger,3,0,3,152,155,1.94
January 31 2022,Leavenworth,KS,Passenger,1,1,2,112,114,1.75
January 31 2022,Lewis,WA,Passenger,213,165,378,59518,59896,0.63
January 31 2022,Lewis,WA,Truck,0,0,0,26657,26657,0.0
May 31 2022,Lincoln,OR,Passenger,0,1,1,26,27,3.7
May 31 2022,Prince William,VA,Passenger,0,1,1,191,192,0.52
May 31 2022,Carroll,MD,Passenger,0,1,1,16,17,5.88
May 31 2022,Essex,NJ,Passenger,2,0,2,8,10,20.0
May 31 2022,Franklin,WA,Passenger,180,110,290,62038,62328,0.47
May 31 2022,Garfield,WA,Passenger,0,3,3,1330,1333,0.23
February 28 2022,Oldham,KY,Passenger,0,1,1,4,5,20.0
February 28 2022,Prince William,VA,Passenger,1,1,2,200,202,0.99
February 28 2022,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.0
February 28 2022,Sarasota,FL,Passenger,2,0,2,25,27,7.41
April 30 2022,Suffolk,MA,Passenger,0,1,1,22,23,4.35
April 30 2022,Sumter,SC,Passenger,0,1,1,29,30,3.33
April 30 2022,Tarrant,TX,Passenger,1,0,1,112,113,0.88
April 30 2022,Thurston,WA,Passenger,2075,1016,3091,195115,198206,1.56
April 30 2022,Walla Walla,WA,Passenger,163,92,255,36047,36302,0.7
April 30 2022,Williams,ND,Passenger,0,1,1,7,8,12.5
May 31 2022,Adams,WA,Passenger,16,10,26,12963,12989,0.2
May 31 2022,Adams,WA,Truck,0,0,0,5475,5475,0.0
May 31 2022,Anne Arundel,MD,Passenger,5,4,9,336,345,2.61
May 31 2022,Arapahoe,CO,Passenger,0,1,1,76,77,1.3
May 31 2022,Asotin,WA,Truck,0,0,0,6708,6708,0.0
May 31 2022,Baltimore,MD,Passenger,1,0,1,69,70,1.43
May 31 2022,Cowlitz,WA,Passenger,322,175,497,70724,71221,0.7
May 31 2022,Dorchester,SC,Passenger,1,0,1,52,53,1.89
May 31 2022,Fort Bend,TX,Passenger,1,0,1,26,27,3.7
May 31 2022,Galveston,TX,Passenger,0,1,1,17,18,5.56
May 31 2022,Hamilton,IN,Passenger,1,0,1,21,22,4.55
May 31 2022,Hamilton,OH,Passenger,1,0,1,28,29,3.45
May 31 2022,Harris,TX,Passenger,2,0,2,139,141,1.42
May 31 2022,Hawaii,HI,Passenger,1,0,1,34,35,2.86
May 31 2022,Island,WA,Passenger,798,374,1172,62085,63257,1.85
April 30 2022,Richmond,GA,Passenger,0,1,1,71,72,1.39
April 30 2022,Richmond,NY,Passenger,1,0,1,5,6,16.67
April 30 2022,Sacramento,CA,Passenger,2,0,2,199,201,1.0
April 30 2022,San Mateo,CA,Passenger,2,0,2,76,78,2.56
April 30 2022,Shelby,OH,Passenger,0,1,1,2,3,33.33
April 30 2022,Skagit,WA,Truck,1,0,1,32487,32488,0.0
April 30 2022,Stevens,WA,Passenger,64,52,116,30134,30250,0.38
April 30 2022,Suffolk,VA,Passenger,1,0,1,118,119,0.84
April 30 2022,Virginia Beach,VA,Passenger,2,0,2,528,530,0.38
April 30 2022,Whatcom,WA,Truck,4,0,4,43462,43466,0.01
April 30 2022,Whitman,WA,Passenger,83,56,139,22064,22203,0.63
April 30 2022,Yakima,WA,Truck,0,0,0,61542,61542,0.0
March 31 2022,Benton,WA,Truck,1,0,1,43621,43622,0.0
March 31 2022,Carson City,NV,Passenger,1,0,1,7,8,12.5
March 31 2022,Charleston,SC,Passenger,2,0,2,66,68,2.94
March 31 2022,Clark,WA,Passenger,3746,1653,5399,318428,323827,1.67
March 31 2022,Columbia,GA,Passenger,0,1,1,101,102,0.98
March 31 2022,Coryell,TX,Passenger,1,0,1,100,101,0.99
March 31 2022,Cumberland,NC,Passenger,1,2,3,380,383,0.78
May 31 2022,Richmond,NY,Passenger,1,0,1,5,6,16.67
May 31 2022,Rock Island,IL,Passenger,0,1,1,15,16,6.25
May 31 2022,Rockingham,NH,Passenger,1,0,1,18,19,5.26
May 31 2022,Rogers,OK,Passenger,1,0,1,2,3,33.33
May 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100.0
May 31 2022,Spokane,WA,Passenger,1543,832,2375,325495,327870,0.72
May 31 2022,St. Louis,MO,Passenger,1,0,1,67,68,1.47
May 31 2022,Stevens,WA,Passenger,64,54,118,30108,30226,0.39
May 31 2022,Williams,ND,Passenger,0,1,1,6,7,14.29
June 30 2022,Adams,WA,Truck,1,0,1,5469,5470,0.02
June 30 2022,Alameda,CA,Passenger,4,0,4,176,180,2.22
May 31 2022,Chesapeake,VA,Passenger,2,3,5,336,341,1.47
May 31 2022,DeKalb,GA,Passenger,1,0,1,44,45,2.22
May 31 2022,DuPage,IL,Passenger,1,0,1,46,47,2.13
May 31 2022,Ferry,WA,Passenger,20,4,24,4435,4459,0.54
May 31 2022,Franklin,WA,Truck,0,0,0,20928,20928,0.0
May 31 2022,Garfield,WA,Truck,0,0,0,980,980,0.0
May 31 2022,Adams,CO,Passenger,1,0,1,36,37,2.7
May 31 2022,Arlington,VA,Passenger,1,0,1,118,119,0.84
May 31 2022,Bartow,GA,Passenger,0,1,1,2,3,33.33
May 31 2022,Burlington,NJ,Passenger,0,2,2,108,110,1.82
May 31 2022,Calvert,MD,Passenger,0,2,2,75,77,2.6
May 31 2022,Charles,MD,Passenger,1,1,2,55,57,3.51
May 31 2022,Charleston,SC,Passenger,2,0,2,62,64,3.12
May 31 2022,Clark,WA,Passenger,3938,1733,5671,316901,322572,1.76
May 31 2022,Denton,TX,Passenger,1,0,1,61,62,1.61
January 31 2022,Los Angeles,CA,Passenger,8,7,15,815,830,1.81
January 31 2022,Maricopa,AZ,Passenger,6,3,9,990,999,0.9
January 31 2022,Mason,WA,Passenger,272,161,433,47782,48215,0.9
January 31 2022,Mason,WA,Truck,0,0,0,21190,21190,0.0
January 31 2022,Newport,RI,Passenger,1,0,1,72,73,1.37
January 31 2022,Norfolk,VA,Passenger,3,3,6,304,310,1.94
January 31 2022,Nueces,TX,Passenger,1,0,1,62,63,1.59
January 31 2022,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
May 31 2022,Houston,GA,Passenger,1,0,1,29,30,3.33
May 31 2022,King,WA,Passenger,40032,11050,51082,1349522,1400604,3.65
May 31 2022,Kings,NY,Passenger,1,0,1,56,57,1.75
May 31 2022,Kittitas,WA,Passenger,248,79,327,29761,30088,1.09
